EventId,Type,Severity,StartTime(UTC),EndTime(UTC),Precipitation(in),TimeZone,AirportCode,LocationLat,LocationLng,City,County,State,ZipCode
W-4042068,Rain,Moderate,12/11/22 5:53,12/11/22 6:53,0.1,US/Central,KDFW,32.8974,-97.022,Dallas,Dallas,TX,75261
W-4042069,Rain,Light,12/11/22 6:53,12/11/22 8:53,0.05,US/Central,KDFW,32.8974,-97.022,Dallas,Dallas,TX,75261
W-4042070,Fog,Severe,12/12/22 17:19,12/12/22 18:53,0,US/Central,KDFW,32.8974,-97.022,Dallas,Dallas,TX,75261
W-4042071,Rain,Light,12/12/22 18:53,12/12/22 19:53,0,US/Central,KDFW,32.8974,-97.022,Dallas,Dallas,TX,75261
W-4042072,Fog,Severe,12/12/22 19:53,12/12/22 20:53,0,US/Central,KDFW,32.8974,-97.022,Dallas,Dallas,TX,75261
W-4042073,Rain,Light,12/12/22 21:53,12/12/22 22:53,0,US/Central,KDFW,32.8974,-97.022,Dallas,Dallas,TX,75261
W-4042074,Rain,Light,12/12/22 23:05,12/13/22 5:53,0.03,US/Central,KDFW,32.8974,-97.022,Dallas,Dallas,TX,75261
W-4042075,Rain,Light,12/13/22 6:53,12/13/22 8:53,0.01,US/Central,KDFW,32.8974,-97.022,Dallas,Dallas,TX,75261
W-4042076,Rain,Light,12/13/22 9:53,12/13/22 10:32,0,US/Central,KDFW,32.8974,-97.022,Dallas,Dallas,TX,75261
W-4042077,Rain,Light,12/13/22 13:53,12/13/22 14:49,0.1,US/Central,KDFW,32.8974,-97.022,Dallas,Dallas,TX,75261
W-4042078,Storm,Severe,12/13/22 14:49,12/13/22 15:08,0,US/Central,KDFW,32.8974,-97.022,Dallas,Dallas,TX,75261
W-4042079,Precipitation,UNK,12/13/22 15:08,12/13/22 16:53,2.72,US/Central,KDFW,32.8974,-97.022,Dallas,Dallas,TX,75261
W-4042080,Rain,Light,12/19/22 6:53,12/19/22 7:53,0,US/Central,KDFW,32.8974,-97.022,Dallas,Dallas,TX,75261
W-4042081,Rain,Light,12/20/22 4:24,12/20/22 7:53,0,US/Central,KDFW,32.8974,-97.022,Dallas,Dallas,TX,75261
W-4042082,Rain,Light,12/20/22 8:53,12/20/22 11:53,0,US/Central,KDFW,32.8974,-97.022,Dallas,Dallas,TX,75261
W-4042083,Fog,Severe,12/22/22 10:29,12/22/22 13:29,0,US/Central,KDFW,32.8974,-97.022,Dallas,Dallas,TX,75261
W-4042084,Rain,Light,12/22/22 14:16,12/22/22 14:28,0,US/Central,KDFW,32.8974,-97.022,Dallas,Dallas,TX,75261
W-4042085,Snow,Light,12/22/22 14:28,12/22/22 14:53,0,US/Central,KDFW,32.8974,-97.022,Dallas,Dallas,TX,75261
W-4042086,Storm,Severe,12/22/22 15:53,12/22/22 16:32,0,US/Central,KDFW,32.8974,-97.022,Dallas,Dallas,TX,75261
W-4042087,Snow,Light,12/22/22 16:32,12/22/22 19:53,0,US/Central,KDFW,32.8974,-97.022,Dallas,Dallas,TX,75261
W-4042088,Snow,Light,12/22/22 20:46,12/22/22 21:25,0,US/Central,KDFW,32.8974,-97.022,Dallas,Dallas,TX,75261
